human_gene_symbol	human_chromosome
KIR2DS4	CHR_HSCHR19KIR_G085_A_HAP_CTG3_1
KIR2DS1	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1
KIR2DL1	CHR_HSCHR19KIR_G085_A_HAP_CTG3_1
	CHR_HSCHR15_2_CTG3
ABCB10P1	CHR_HSCHR15_2_CTG3
GOLGA8DP	CHR_HSCHR15_2_CTG3
KIR2DL5A	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1
KIR2DL4	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1
KIR3DL1	CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1
APOBEC3B-AS1	CHR_HSCHR22_1_CTG2
	CHR_HSCHR22_1_CTG2
APOBEC3A	CHR_HSCHR22_1_CTG2
KIR3DL2	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1
TUBGCP5	CHR_HSCHR15_2_CTG3
SLC45A2	CHR_HSCHR5_6_CTG1
	CHR_HSCHR19_1_CTG2
KRT18P40	CHR_HSCHR19_1_CTG2
KRTAP5-6	CHR_HSCHR11_2_CTG1_1
KIR2DL3	CHR_HSCHR19KIR_G085_A_HAP_CTG3_1
ZNF430	CHR_HSCHR19_1_CTG2
KRTAP5-1	CHR_HSCHR11_2_CTG1_1
RXFP3	CHR_HSCHR5_6_CTG1
KRTAP5-4	CHR_HSCHR11_2_CTG1_1
GOLGA6L1	CHR_HSCHR15_2_CTG3
KIR3DP1	CHR_HSCHR19KIR_G085_A_HAP_CTG3_1
ADAMTS12	CHR_HSCHR5_6_CTG1
LILRP2	CHR_HSCHR19KIR_G085_A_HAP_CTG3_1
KIR3DL2	CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1
	CHR_HSCHR5_6_CTG1
KRTAP5-5	CHR_HSCHR11_2_CTG1_1
	KI270731.1
KIR3DL1	CHR_HSCHR19KIR_G085_A_HAP_CTG3_1
FAM99A	CHR_HSCHR11_2_CTG1_1
KRTAP5-2	CHR_HSCHR11_1_CTG6
LINC02708	CHR_HSCHR11_2_CTG1_1
DECR2	CHR_HSCHR16_CTG2
ELMO2P1	CHR_HSCHR15_2_CTG3
KRTAP5-AS1	CHR_HSCHR11_2_CTG1_1
LINC02708	CHR_HSCHR11_1_CTG6
ZNF85	CHR_HSCHR19_1_CTG2
FAM99B	CHR_HSCHR11_1_CTG6
	CHR_HSCHR11_2_CTG1_1
DUSP8	CHR_HSCHR11_2_CTG1_1
FAM99A	CHR_HSCHR11_1_CTG6
KRTAP5-3	CHR_HSCHR11_1_CTG6
KRTAP5-4	CHR_HSCHR11_1_CTG6
ELMO2P1	CHR_HSCHR15_1_CTG3
FAM99B	CHR_HSCHR11_2_CTG1_1
	CHR_HSCHR22_1_CTG6
GOLGA8DP	CHR_HSCHR15_1_CTG3
IFITM10	CHR_HSCHR11_2_CTG1_1
LINC01659	CHR_HSCHR22_1_CTG6
KRTAP5-1	CHR_HSCHR11_1_CTG6
ZDHHC8P1	CHR_HSCHR22_1_CTG6
KRTAP5-3	CHR_HSCHR11_2_CTG1_1
LINC02549	CHR_HSCHR6_1_CTG6
	CHR_HSCHR11_1_CTG6
KRTAP5-2	CHR_HSCHR11_2_CTG1_1
KRTAP5-5	CHR_HSCHR11_1_CTG6
ABCB11	CHR_HSCHR2_1_CTG7_2
	CHR_HSCHR15_1_CTG3
BNIP3P24	CHR_HSCHR19_1_CTG2
KRTAP5-AS1	CHR_HSCHR11_1_CTG6
CES5AP1	CHR_HSCHR22_1_CTG6
	CHR_HSCHR6_1_CTG9
ZNF66	CHR_HSCHR19_1_CTG2
GNG5P1	CHR_HSCHR6_1_CTG9
CYFIP1	CHR_HSCHR15_1_CTG3
KIR3DL1	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1
G6PC2	CHR_HSCHR2_1_CTG7_2
RNU6-222P	CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1
DUSP8	CHR_HSCHR11_1_CTG6
KIR3DL2	CHR_HSCHR19KIR_G085_A_HAP_CTG3_1
FAM230I	CHR_HSCHR22_1_CTG6
LINC02557	CHR_HSCHR22_1_CTG6
AADACL2	CHR_HSCHR3_1_CTG2_1
SPC25	CHR_HSCHR2_1_CTG7_2
KCNQ2-AS1	CHR_HSCHR20_1_CTG4
LINC02066	CHR_HSCHR3_1_CTG2_1
KIR2DS2	CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1
AADACL2-AS1	CHR_HSCHR3_1_CTG2_1
KIR3DL2	CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1
KCNQ2	CHR_HSCHR20_1_CTG4
GART	CHR_HSCHR21_4_CTG1_1
PTCHD3	CHR_HSCHR10_1_CTG1
	CHR_HSCHR16_CTG2
SLC25A51P1	CHR_HSCHR6_1_CTG7
ADH5P4	CHR_HSCHR6_1_CTG7
RAB11FIP3	CHR_HSCHR16_CTG2
NOSTRIN	CHR_HSCHR2_1_CTG7_2
	CHR_HSCHR10_1_CTG1
ODAD2P1	CHR_HSCHR10_1_CTG1
FAM210CP	CHR_HSCHR10_1_CTG1
TRIAP1P1	CHR_HSCHR10_1_CTG1
GOLGA6L1	CHR_HSCHR15_1_CTG3
	CHR_HSCHR5_1_CTG1_1
SMN2	CHR_HSCHR5_1_CTG1_1
ABCB10P1	CHR_HSCHR15_1_CTG3
RPS5P3	CHR_HSCHR21_4_CTG1_1
DNAJC28	CHR_HSCHR21_4_CTG1_1
	CHR_HSCHR5_2_CTG5
TUBGCP5	CHR_HSCHR15_1_CTG3
	CHR_HSCHR18_1_CTG1_1
IFNGR2	CHR_HSCHR21_4_CTG1_1
SKA1	CHR_HSCHR18_1_CTG1_1
KIR2DL4	CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1
	CHR_HSCHR18_2_CTG1_1
OR2AS2P	CHR_HSCHR1_ALT2_1_CTG32_1
OR2T6	CHR_HSCHR1_ALT2_1_CTG32_1
PAXBP1	CHR_HSCHR21_3_CTG1_1
LINC00235	CHR_HSCHR16_CTG2
OR2T2	CHR_HSCHR1_ALT2_1_CTG32_1
CAPN15	CHR_HSCHR16_CTG2
MAPK4	CHR_HSCHR18_1_CTG1_1
OR2T4	CHR_HSCHR1_ALT2_1_CTG32_1
KCNIP4	CHR_HSCHR4_1_CTG4
KIR2DS5	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
RNA5SP458	CHR_HSCHR18_1_CTG1_1
C21orf62	CHR_HSCHR21_3_CTG1_1
	CHR_HSCHR4_1_CTG4
OR2T7	CHR_HSCHR1_ALT2_1_CTG32_1
KIR3DL2	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
SUDS3P1	CHR_HSCHR5_2_CTG5
OR2T1	CHR_HSCHR1_ALT2_1_CTG32_1
PROP1	CHR_HSCHR5_2_CTG5
C21orf62-AS1	CHR_HSCHR21_3_CTG1_1
OR2T3	CHR_HSCHR1_ALT2_1_CTG32_1
	CHR_HSCHR11_1_CTG8
KIR3DL3	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1
LRRC56	CHR_HSCHR11_1_CTG8
SNTG2	CHR_HSCHR2_3_CTG1
OR2T5	CHR_HSCHR1_ALT2_1_CTG32_1
TMEM50B	CHR_HSCHR21_4_CTG1_1
	CHR_HSCHR21_3_CTG1_1
	CHR_HSCHR1_ALT2_1_CTG32_1
	CHR_HSCHR20_1_CTG4
	CHR_HSCHR8_4_CTG1
CDH12P2	CHR_HSCHR5_1_CTG1_1
PMCHL2	CHR_HSCHR5_1_CTG1_1
	CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1
ERICH1	CHR_HSCHR8_4_CTG1
KIR3DL3	CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1
GTF2H2	CHR_HSCHR5_1_CTG1_1
PHRF1	CHR_HSCHR11_1_CTG8
KIR2DL3	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1
FRG1-DT	CHR_HSCHR4_3_CTG12
	CHR_HSCHR4_3_CTG12
RNU1-51P	CHR_HSCHR4_3_CTG12
	GL000194.1
MAFIP	GL000194.1
KIR3DL3	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
	CHR_HSCHR21_4_CTG1_1
KIR2DS4	CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1
	KI270750.1
GOLGA6L22	CHR_HSCHR15_3_CTG3
SNTB2	CHR_HSCHR16_2_CTG3_1
RPS6P22	CHR_HSCHR12_2_CTG2_1
	CHR_HSCHR8_1_CTG1
LRIG3-DT	CHR_HSCHR12_2_CTG2_1
	CHR_HSCHR12_2_CTG2_1
DLGAP2-AS1	CHR_HSCHR8_1_CTG1
DLGAP2	CHR_HSCHR8_1_CTG1
	CHR_HSCHR15_3_CTG3
	KI270713.1
GOLGA8EP	CHR_HSCHR15_3_CTG3
UTP4	CHR_HSCHR16_2_CTG3_1
KIR2DS1	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
	CHR_HSCHR7_3_CTG6
KIR2DL5A	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
	CHR_HSCHR9_1_CTG4
HERC2P2	CHR_HSCHR15_3_CTG3
LILRP2	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
CNTNAP2	CHR_HSCHR7_3_CTG6
KIR3DS1	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
MAD2L1-DT	CHR_HSCHR4_4_CTG12
HERC2P7	CHR_HSCHR15_3_CTG3
SPATA31E3P	CHR_HSCHR15_3_CTG3
GOLGA8IP	CHR_HSCHR15_3_CTG3
	GL000219.1
	CHR_HSCHR16_2_CTG3_1
OR8U9	CHR_HG142_HG150_NOVEL_TEST
OR8J2	CHR_HG142_HG150_NOVEL_TEST
FAM8A2P	CHR_HG142_HG150_NOVEL_TEST
	CHR_HG142_HG150_NOVEL_TEST
OR8U8	CHR_HG142_HG150_NOVEL_TEST
	CHR_HSCHR22_2_CTG1
OR8L1P	CHR_HG142_HG150_NOVEL_TEST
NDUFA6-DT	CHR_HSCHR22_2_CTG1
OR5T3	CHR_HG142_HG150_NOVEL_TEST
OR5T2	CHR_HG142_HG150_NOVEL_TEST
OR8K2P	CHR_HG142_HG150_NOVEL_TEST
OR8I1P	CHR_HG142_HG150_NOVEL_TEST
OR8K3	CHR_HG142_HG150_NOVEL_TEST
OR8H1	CHR_HG142_HG150_NOVEL_TEST
RPL4P5	CHR_HSCHR9_1_CTG1
ICE2P1	CHR_HSCHR4_5_CTG12
	CHR_HSCHR15_5_CTG8
LINC01060	CHR_HSCHR4_5_CTG12
OR5T1	CHR_HG142_HG150_NOVEL_TEST
SMDT1	CHR_HSCHR22_2_CTG1
RPL5P29	CHR_HG142_HG150_NOVEL_TEST
OR8K1	CHR_HG142_HG150_NOVEL_TEST
KIR2DL4	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
OR8J1	CHR_HG142_HG150_NOVEL_TEST
RPS17	CHR_HSCHR15_5_CTG8
	CHR_HSCHR5_4_CTG1
NKD2	CHR_HSCHR5_4_CTG1
	CHR_HSCHR4_5_CTG12
OLA1P1	CHR_HSCHR22_2_CTG1
NDUFA6	CHR_HSCHR22_2_CTG1
CYP2D8P	CHR_HSCHR22_3_CTG1
CYP2D6	CHR_HSCHR22_2_CTG1
SDHAP2	CHR_HSCHR3_8_CTG3
GOLGA8F	CHR_HSCHR15_1_CTG8
MUC20-OT1	CHR_HSCHR3_5_CTG3
LINC01194	CHR_HSCHR5_1_CTG1
CYP2D7	CHR_HSCHR22_3_CTG1
MUC20-OT1	CHR_HSCHR3_8_CTG3
LMNTD2	CHR_HSCHR11_1_CTG8
GOLGA6L10	CHR_HSCHR15_5_CTG8
MEGF11	CHR_HSCHR15_2_CTG8
DNM1P38	CHR_HSCHR15_5_CTG8
SLC12A7	CHR_HSCHR5_4_CTG1
ABR	CHR_HSCHR17_3_CTG2
HERC2P11	CHR_HSCHR15_1_CTG8
TNFRSF14	CHR_HSCHR1_1_CTG3
CPEB1	CHR_HSCHR15_5_CTG8
	CHR_HSCHR15_1_CTG8
GOLGA8G	CHR_HSCHR15_1_CTG8
MIR210HG	CHR_HSCHR11_1_CTG8
RNH1	CHR_HSCHR11_1_CTG8
	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
KIR2DL2	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
KIR2DS2	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
LILRP1	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
DIS3L-AS1	CHR_HSCHR15_2_CTG8
	CHR_HSCHR15_2_CTG8
SERF1B	CHR_HSCHR5_1_CTG1_1
	CHR_HSCHR1_2_CTG31
CLK2	CHR_HSCHR1_2_CTG31
NAIP	CHR_HSCHR5_1_CTG1_1
ABCB10P4	CHR_HSCHR15_1_CTG8
NDUFA6	CHR_HSCHR22_1_CTG1
HERC2	CHR_HSCHR15_1_CTG8
OLA1P1	CHR_HSCHR22_3_CTG1
TCF20	CHR_HSCHR22_1_CTG1
	CHR_HSCHR22_3_CTG1
LILRA4	CHR_HSCHR19LRC_COX2_CTG3_1
NDUFA6	CHR_HSCHR22_3_CTG1
	CHR_HSCHR3_5_CTG3
SDHAP2	CHR_HSCHR3_5_CTG3
TTC34	CHR_HSCHR1_1_CTG3
MUC20	CHR_HSCHR3_8_CTG3
MUC20	CHR_HSCHR3_5_CTG3
KIR2DS1	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
SMDT1	CHR_HSCHR22_1_CTG1
KIR3DL2	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
	CHR_HSCHR1_1_CTG3
SMDT1	CHR_HSCHR22_3_CTG1
MMEL1	CHR_HSCHR1_1_CTG3
LAIR1	CHR_HSCHR19LRC_COX2_CTG3_1
NDUFA6-DT	CHR_HSCHR22_1_CTG1
	CHR_HSCHR3_8_CTG3
MUC20-OT1	CHR_HSCHR3_7_CTG3
SDHAP2	CHR_HSCHR3_3_CTG3
PKLR	CHR_HSCHR1_2_CTG31
OLA1P1	CHR_HSCHR22_1_CTG1
CYP2D6	CHR_HSCHR22_3_CTG1
	CHR_HSCHR22_1_CTG1
	CHR_HSCHR3_3_CTG3
MUC4	CHR_HSCHR3_8_CTG3
CYP2D7	CHR_HSCHR22_1_CTG1
MUC4	CHR_HSCHR3_5_CTG3
DRD4	CHR_HSCHR11_1_CTG8
DEAF1	CHR_HSCHR11_1_CTG8
MUC20-OT1	CHR_HSCHR3_3_CTG3
MCCC2	CHR_HSCHR5_1_CTG1_1
IRF7	CHR_HSCHR11_1_CTG8
MTX1P1	CHR_HSCHR1_2_CTG31
SCAMP3	CHR_HSCHR1_2_CTG31
CYP2D8P	CHR_HSCHR22_1_CTG1
KIR2DL3	CHR_HSCHR19LRC_LRC_T_CTG3_1
CSPG4P10	CHR_HSCHR15_5_CTG8
PSMB1	CHR_HSCHR6_1_CTG5
	CHR_HSCHR6_1_CTG5
TIMM22	CHR_HSCHR17_3_CTG2
FAM120B	CHR_HSCHR6_1_CTG5
KIR2DS2	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
GOLGA6L9	CHR_HSCHR15_5_CTG8
KIR2DL5B	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
NXN	CHR_HSCHR17_3_CTG2
KIR2DS1	CHR_HSCHR19LRC_LRC_T_CTG3_1
	CHR_HSCHR17_3_CTG2
KIR2DS3	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
BDP1	CHR_HSCHR5_1_CTG1_1
KIR2DL4	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
GOLGA6L17P	CHR_HSCHR15_5_CTG8
GOLGA2P10	CHR_HSCHR15_5_CTG8
GBA	CHR_HSCHR1_2_CTG31
	CHR_HSCHR4_2_CTG12
MMEL1-AS1	CHR_HSCHR1_1_CTG3
HRAS	CHR_HSCHR11_1_CTG8
PANK4	CHR_HSCHR1_1_CTG3
TCF20	CHR_HSCHR22_3_CTG1
	CHR_HSCHR8_1_CTG7
LINC00824	CHR_HSCHR8_1_CTG7
UBE2Q2P6	CHR_HSCHR15_5_CTG8
KIR2DP1	CHR_HSCHR19LRC_LRC_T_CTG3_1
DLL1	CHR_HSCHR6_1_CTG5
ADAMTS7P1	CHR_HSCHR15_5_CTG8
KIR3DL2	CHR_HSCHR19LRC_LRC_T_CTG3_1
LINC01624	CHR_HSCHR6_1_CTG5
NDUFA6-DT	CHR_HSCHR22_3_CTG1
UBE2Q2P2	CHR_HSCHR15_5_CTG8
LMNTD2-AS1	CHR_HSCHR11_1_CTG8
KIR3DS1	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
RASSF7	CHR_HSCHR11_1_CTG8
MUC4	CHR_HSCHR3_7_CTG3
MUC4	CHR_HSCHR3_3_CTG3
KIR2DL4	CHR_HSCHR19LRC_COX2_CTG3_1
PLCH2	CHR_HSCHR1_1_CTG3
CDHR5	CHR_HSCHR11_1_CTG8
KIR3DL3	CHR_HSCHR19LRC_LRC_T_CTG3_1
SMN1	CHR_HSCHR5_1_CTG1_1
HCN3	CHR_HSCHR1_2_CTG31
	CHR_HSCHR4_1_CTG9
UGT2A3	CHR_HSCHR4_1_CTG9
HES5	CHR_HSCHR1_1_CTG3
CNOT3	CHR_HSCHR19LRC_LRC_T_CTG3_1
FAM189B	CHR_HSCHR1_2_CTG31
TNFRSF14-AS1	CHR_HSCHR1_1_CTG3
UGT2B27P	CHR_HSCHR4_1_CTG9
UGT2B29P	CHR_HSCHR4_1_CTG9
LINC02197	CHR_HSCHR5_1_CTG1_1
UGT2B10	CHR_HSCHR4_1_CTG9
DENND11	CHR_HSCHR7_1_CTG6
PRXL2B	CHR_HSCHR1_1_CTG3
TARM1	CHR_HSCHR19LRC_LRC_S_CTG3_1
VSTM1	CHR_HSCHR19LRC_LRC_S_CTG3_1
SERF1A	CHR_HSCHR5_1_CTG1_1
KIR2DL2	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
UGT2B15	CHR_HSCHR4_1_CTG9
LILRP1	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
LENG1	CHR_HSCHR19LRC_LRC_T_CTG3_1
KIR2DP1	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
	CHR_HSCHR7_1_CTG6
LILRA5	CHR_HSCHR19LRC_COX2_CTG3_1
KIR2DL5A	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
NLRP7	CHR_HSCHR19LRC_LRC_T_CTG3_1
MT2P1	CHR_HSCHR4_1_CTG9
KIR3DL3	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
TMPRSS11E	CHR_HSCHR4_1_CTG9
SSBP1	CHR_HSCHR7_1_CTG6
VSTM1	CHR_HSCHR19LRC_LRC_T_CTG3_1
LILRA2	CHR_HSCHR19LRC_PGF1_CTG3_1
NCR1	CHR_HSCHR19LRC_COX2_CTG3_1
CTSO	CHR_HSCHR4_1_CTG12
SCT	CHR_HSCHR11_1_CTG8
YTHDC1	CHR_HSCHR4_1_CTG9
PTDSS2	CHR_HSCHR11_1_CTG8
MUC20-OT1	CHR_HSCHR3_4_CTG3
LILRP2	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
	CHR_HSCHR4_1_CTG12
KIR3DP1	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
NLRP2	CHR_HSCHR19LRC_LRC_S_CTG3_1
KIR2DL1	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
TDO2	CHR_HSCHR4_1_CTG12
OR2W1	CHR_HSCHR6_MHC_APD_CTG1
NOP56P1	CHR_HSCHR6_MHC_APD_CTG1
	CHR_HSCHR6_MHC_APD_CTG1
	CHR_HSCHR6_1_CTG3
OR14J1	CHR_HSCHR6_MHC_APD_CTG1
	CHR_HSCHR19LRC_LRC_S_CTG3_1
TRIM27	CHR_HSCHR6_MHC_APD_CTG1
	CHR_HSCHR1_1_CTG11
	GL000218.1
	CHR_HSCHR19LRC_LRC_T_CTG3_1
AGK	CHR_HSCHR7_1_CTG6
DEFB104B	CHR_HSCHR8_3_CTG1
WEE2	CHR_HSCHR7_1_CTG6
	CHR_HSCHR19LRC_PGF1_CTG3_1
DEFB105B	CHR_HSCHR8_3_CTG1
LILRB1	CHR_HSCHR19LRC_PGF1_CTG3_1
KIR2DL1	CHR_HSCHR19LRC_COX2_CTG3_1
MBOAT7	CHR_HSCHR19LRC_LRC_T_CTG3_1
PRR23D1	CHR_HSCHR8_3_CTG1
	CHR_HSCHR14_2_CTG1
LILRA3	CHR_HSCHR19LRC_COX2_CTG3_1
DEFB4B	CHR_HSCHR8_3_CTG1
TMEM179	CHR_HSCHR14_2_CTG1
FAM90A7P	CHR_HSCHR8_3_CTG1
LILRB2	CHR_HSCHR19LRC_PGF2_CTG3_1
RPS9	CHR_HSCHR19LRC_LRC_S_CTG3_1
DEFB103B	CHR_HSCHR8_3_CTG1
NDUFA3	CHR_HSCHR19LRC_LRC_T_CTG3_1
HCG14	CHR_HSCHR6_MHC_APD_CTG1
	CHR_HSCHR8_3_CTG1
DEFB108C	CHR_HSCHR8_3_CTG1
RPL13P	CHR_HSCHR6_MHC_APD_CTG1
	CHR_HSCHR7_1_CTG1
FAM90A22P	CHR_HSCHR8_3_CTG1
ZNF311	CHR_HSCHR6_MHC_APD_CTG1
OSCAR	CHR_HSCHR19LRC_LRC_T_CTG3_1
OR7E157P	CHR_HSCHR8_3_CTG1
HSPD1P3	CHR_HSCHR8_3_CTG1
FAM90A21P	CHR_HSCHR8_3_CTG1
ZNF705G	CHR_HSCHR8_3_CTG1
C14orf180	CHR_HSCHR14_2_CTG1
RDH13	CHR_HSCHR19LRC_LRC_S_CTG3_1
FAM20C	CHR_HSCHR7_1_CTG1
DEFB107B	CHR_HSCHR8_3_CTG1
METRNL	CHR_HSCHR17_1_CTG9
FAM90A6P	CHR_HSCHR8_3_CTG1
NLRP7	CHR_HSCHR19LRC_LRC_S_CTG3_1
LINC01623	CHR_HSCHR6_MHC_APD_CTG1
LINC01015	CHR_HSCHR6_MHC_APD_CTG1
NLRP7	CHR_HSCHR19LRC_COX2_CTG3_1
SPAG11B	CHR_HSCHR8_3_CTG1
OR2B3	CHR_HSCHR6_MHC_APD_CTG1
	CHR_HSCHR17_1_CTG9
TBCD	CHR_HSCHR17_1_CTG9
NLRP2	CHR_HSCHR19LRC_LRC_T_CTG3_1
LST1	CHR_HSCHR6_MHC_APD_CTG1
MBOAT7	CHR_HSCHR19LRC_LRC_S_CTG3_1
DEFB106B	CHR_HSCHR8_3_CTG1
	CHR_HSCHR3_4_CTG3
FAM66B	CHR_HSCHR8_3_CTG1
TSEN34	CHR_HSCHR19LRC_LRC_S_CTG3_1
MUC20	CHR_HSCHR3_4_CTG3
FAM90A23P	CHR_HSCHR8_3_CTG1
KIR3DS1	CHR_HSCHR19LRC_COX2_CTG3_1
POMZP3	CHR_HSCHR7_2_CTG4_4
TFPT	CHR_HSCHR19LRC_LRC_S_CTG3_1
RPS9	CHR_HSCHR19LRC_LRC_T_CTG3_1
TOMM40P4	CHR_HSCHR2_3_CTG7_2
CNOT3	CHR_HSCHR19LRC_LRC_S_CTG3_1
CDRT15P3	CHR_HSCHR2_3_CTG7_2
KIR2DS2	CHR_HSCHR19LRC_PGF2_CTG3_1
	CHR_HSCHR2_3_CTG7_2
MUC4	CHR_HSCHR3_4_CTG3
TFPT	CHR_HSCHR19LRC_LRC_T_CTG3_1
PRAMEF5	CHR_HSCHR1_2_CTG3
UPK3B	CHR_HSCHR7_2_CTG4_4
	CHR_HSCHR1_2_CTG3
PRAMEF22	CHR_HSCHR1_2_CTG3
PRAMEF18	CHR_HSCHR1_2_CTG3
	CHR_HSCHR17_8_CTG4
MYL6P5	CHR_HSCHR17_8_CTG4
SPDYE16	CHR_HSCHR7_2_CTG4_4
B3GNTL1	CHR_HSCHR17_1_CTG9
PRAMEF8	CHR_HSCHR1_2_CTG3
	CHR_HSCHR7_2_CTG4_4
KIR2DS5	CHR_HSCHR19LRC_COX2_CTG3_1
TSEN34	CHR_HSCHR19LRC_LRC_T_CTG3_1
DTX2	CHR_HSCHR7_2_CTG4_4
PRAMEF25	CHR_HSCHR1_2_CTG3
FCAR	CHR_HSCHR19LRC_COX2_CTG3_1
OSCAR	CHR_HSCHR19LRC_LRC_S_CTG3_1
TARM1	CHR_HSCHR19LRC_LRC_T_CTG3_1
PRAMEF9	CHR_HSCHR1_2_CTG3
LILRP1	CHR_HSCHR19LRC_PGF2_CTG3_1
	KI270721.1
LILRB1	CHR_HSCHR19LRC_PGF2_CTG3_1
OR2J3	CHR_HSCHR6_MHC_APD_CTG1
LENG1	CHR_HSCHR19LRC_LRC_S_CTG3_1
HLA-H	CHR_HSCHR6_MHC_APD_CTG1
MICB	CHR_HSCHR6_MHC_APD_CTG1
RDH13	CHR_HSCHR19LRC_LRC_T_CTG3_1
KIR3DL3	CHR_HSCHR19LRC_PGF2_CTG3_1
NDUFA3	CHR_HSCHR19LRC_LRC_S_CTG3_1
KIR2DS4	CHR_HSCHR19LRC_LRC_S_CTG3_1
KIR3DL2	CHR_HSCHR19LRC_LRC_S_CTG3_1
KIR2DS1	CHR_HSCHR19LRC_COX2_CTG3_1
KIR3DL2	CHR_HSCHR19LRC_COX2_CTG3_1
LILRA4	CHR_HSCHR19LRC_PGF2_CTG3_1
OR2U2P	CHR_HSCHR6_MHC_APD_CTG1
TRIM10	CHR_HSCHR6_MHC_APD_CTG1
	CHR_HSCHR19LRC_PGF2_CTG3_1
LILRB2	CHR_HSCHR19LRC_PGF1_CTG3_1
LILRP2	CHR_HSCHR19LRC_PGF2_CTG3_1
ATP23	CHR_HSCHR12_1_CTG2_1
	CHR_HSCHR15_4_CTG8
FAM138D	CHR_HSCHR12_1_CTG1
	KI270733.1
RNA5-8SN4	KI270733.1
FAM189A1	CHR_HSCHR15_4_CTG8
	CHR_HSCHR12_1_CTG1
LAIR1	CHR_HSCHR19LRC_PGF2_CTG3_1
IQSEC3	CHR_HSCHR12_1_CTG1
	CHR_HSCHR12_1_CTG2_1
	CHR_HSCHR19_3_CTG3_1
KIR3DX1	CHR_HSCHR19LRC_PGF1_CTG3_1
LINC02403	CHR_HSCHR12_1_CTG2_1
CEACAM4	CHR_HSCHR19_3_CTG3_1
MICG	CHR_HSCHR6_MHC_APD_CTG1
GIHCG	CHR_HSCHR12_1_CTG2_1
RNF39	CHR_HSCHR6_MHC_APD_CTG1
RN7SKP65	CHR_HSCHR12_1_CTG2_1
LILRA6	CHR_HSCHR19LRC_PGF1_CTG3_1
CEACAMP3	CHR_HSCHR19_3_CTG3_1
ZNF90P2	CHR_HSCHR6_MHC_APD_CTG1
APBA2	CHR_HSCHR15_4_CTG8
DDX11L8	CHR_HSCHR12_1_CTG1
MUC21	CHR_HSCHR6_MHC_APD_CTG1
KIF26B	CHR_HSCHR1_1_CTG32_1
PLEKHA3P1	CHR_HSCHR19_3_CTG3_1
DNAJC19P2	CHR_HSCHR19_3_CTG3_1
CEACAM21	CHR_HSCHR19_3_CTG3_1
HCG15	CHR_HSCHR6_MHC_APD_CTG1
TRIM31-AS1	CHR_HSCHR6_MHC_APD_CTG1
TNF	CHR_HSCHR6_MHC_APD_CTG1
WASH8P	CHR_HSCHR12_1_CTG1
OR11A1	CHR_HSCHR6_MHC_APD_CTG1
KIR3DP1	CHR_HSCHR19LRC_COX2_CTG3_1
MOG	CHR_HSCHR6_MHC_APD_CTG1
KIR2DL5A	CHR_HSCHR19LRC_COX2_CTG3_1
